idcidade,Municipio,idm_ioibge,Area_MUN,idestado,estado,idmicro,mic_regiao,idmeso,mes_regiao,capital,populacao,fonte,NomeDSEI,StatusDSEI,NumDSEI
BR430380,Campinas do Sul,4303806,276.162,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,5649,IBGE (2015),Interior Sul,Integral,1
BR430400,Campo Novo,4304002,222.073,BR43,RS,BR43002,Três Passos,BR4301,Noroeste Rio-Grandense,0,5276,IBGE (2015),Interior Sul,Integral,1
BR430410,Campos Borges,4304101,226.578,BR43,RS,BR43011,Cruz Alta,BR4301,Noroeste Rio-Grandense,0,3535,IBGE (2015),Interior Sul,Integral,1
BR430420,Candelária,4304200,943.945,BR43,RS,BR43020,Santa Cruz do Sul,BR4304,Centro Oriental Rio-Grandense,0,31476,IBGE (2015), ,,0
BR430430,Cândido Godói,4304309,246.276,BR43,RS,BR43001,Santa Rosa,BR4301,Noroeste Rio-Grandense,0,6608,IBGE (2015), ,,0
BR430435,Candiota,4304358,933.834,BR43,RS,BR43032,Serras de Sudeste,BR4307,Sudeste Rio-Grandense,0,9315,IBGE (2015), ,,0
BR430450,Canguçu,4304507,3525.293,BR43,RS,BR43033,Pelotas,BR4307,Sudeste Rio-Grandense,0,55801,IBGE (2015),Litoral Sul,Integral,1
BR430461,Canudos do Vale,4304614,81.819,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,1828,IBGE (2015), ,,0
BR430465,Capão do Cipó,4304655,1008.873,BR43,RS,BR43017,Santiago,BR4303,Centro Ocidental Rio-Grandense,0,3387,IBGE (2015),Interior Sul,Integral,1
BR430466,Capão do Leão,4304663,785.373,BR43,RS,BR43033,Pelotas,BR4307,Sudeste Rio-Grandense,0,25382,IBGE (2015),Litoral Sul,Integral,1
BR430469,Capitão,4304697,73.967,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,2756,IBGE (2015),Litoral Sul,Integral,1
BR430470,Carazinho,4304705,665.092,BR43,RS,BR43009,Carazinho,BR4301,Noroeste Rio-Grandense,0,62039,IBGE (2015),Interior Sul,Integral,1
BR430485,Carlos Gomes,4304853,83.155,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,1574,IBGE (2015), ,,0
BR430490,Casca,4304903,271.857,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,9038,IBGE (2015), ,,0
BR430495,Caseiros,4304952,235.705,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,3163,IBGE (2015),Interior Sul,Integral,1
BR430500,Catuípe,4305009,583.258,BR43,RS,BR43007,Santo Ângelo,BR4301,Noroeste Rio-Grandense,0,9402,IBGE (2015), ,,0
BR430511,Centenário,4305116,134.449,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,3026,IBGE (2015), ,,0
BR430512,Cerrito,4305124,451.699,BR43,RS,BR43033,Pelotas,BR4307,Sudeste Rio-Grandense,0,6481,IBGE (2015), ,,0
BR430513,Cerro Branco,4305132,158.568,BR43,RS,BR43022,Cachoeira do Sul,BR4304,Centro Oriental Rio-Grandense,0,4668,IBGE (2015), ,,0
BR430515,Cerro Grande,4305157,73.438,BR43,RS,BR43009,Carazinho,BR4301,Noroeste Rio-Grandense,0,2450,IBGE (2015),Interior Sul,Integral,1
BR430517,Cerro Grande do Sul,4305173,324.789,BR43,RS,BR43028,Camaquã,BR4305,Metropolitana de Porto Alegre,0,11263,IBGE (2015),Litoral Sul,Integral,1
BR430520,Cerro Largo,4305207,177.675,BR43,RS,BR43006,Cerro Largo,BR4301,Noroeste Rio-Grandense,0,13976,IBGE (2015), ,,0
BR430530,Chapada,4305306,684.04,BR43,RS,BR43009,Carazinho,BR4301,Noroeste Rio-Grandense,0,9613,IBGE (2015),Interior Sul,Integral,1
BR430535,Charqueadas,4305355,216.512,BR43,RS,BR43025,São Jerônimo,BR4305,Metropolitana de Porto Alegre,0,38281,IBGE (2015),Litoral Sul,Integral,1
BR430537,Charrua,4305371,198.124,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,3505,IBGE (2015),Interior Sul,Integral,1
BR430540,Chiapetta,4305405,396.551,BR43,RS,BR43008,Ijuí,BR4301,Noroeste Rio-Grandense,0,4061,IBGE (2015), ,,0
BR430543,Chuí,4305439,201.18,BR43,RS,BR43035,Litoral Lagunar,BR4307,Sudeste Rio-Grandense,0,6368,IBGE (2015), ,,0
BR430544,Chuvisca,4305447,220.471,BR43,RS,BR43028,Camaquã,BR4305,Metropolitana de Porto Alegre,0,5264,IBGE (2015),Litoral Sul,Integral,1
BR430550,Ciríaco,4305504,273.873,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,5005,IBGE (2015),Interior Sul,Integral,1
BR430558,Colinas,4305587,58.373,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,2498,IBGE (2015),Litoral Sul,Integral,1
BR430560,Colorado,4305603,285.262,BR43,RS,BR43012,Não-Me-Toque,BR4301,Noroeste Rio-Grandense,0,3522,IBGE (2015),Interior Sul,Integral,1
BR430570,Condor,4305702,465.188,BR43,RS,BR43008,Ijuí,BR4301,Noroeste Rio-Grandense,0,6815,IBGE (2015), ,,0
BR430580,Constantina,4305801,202.999,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,10094,IBGE (2015),Interior Sul,Integral,1
BR430583,Coqueiro Baixo,4305835,112.277,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,1562,IBGE (2015), ,,0
BR430585,Coqueiros do Sul,4305850,275.549,BR43,RS,BR43009,Carazinho,BR4301,Noroeste Rio-Grandense,0,2476,IBGE (2015),Interior Sul,Integral,1
BR430587,Coronel Barros,4305871,162.949,BR43,RS,BR43008,Ijuí,BR4301,Noroeste Rio-Grandense,0,2553,IBGE (2015), ,,0
BR430590,Coronel Bicaco,4305900,492.124,BR43,RS,BR43008,Ijuí,BR4301,Noroeste Rio-Grandense,0,7827,IBGE (2015),Interior Sul,Integral,1
BR430593,Coronel Pilar,4305934,105.447,BR43,RS,BR43016,Caxias do Sul,BR4302,Nordeste Rio-Grandense,0,1740,IBGE (2015), ,,0
BR430595,Cotiporã,4305959,172.375,BR43,RS,BR43016,Caxias do Sul,BR4302,Nordeste Rio-Grandense,0,4009,IBGE (2015), ,,0
BR430597,Coxilha,4305975,422.789,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,2885,IBGE (2015),Interior Sul,Integral,1
BR430600,Crissiumal,4306007,363.106,BR43,RS,BR43002,Três Passos,BR4301,Noroeste Rio-Grandense,0,14273,IBGE (2015), ,,0
BR430605,Cristal,4306056,681.625,BR43,RS,BR43033,Pelotas,BR4307,Sudeste Rio-Grandense,0,7750,IBGE (2015),Litoral Sul,Integral,1
BR430607,Cristal do Sul,4306072,97.715,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,2917,IBGE (2015),Interior Sul,Integral,1
BR430610,Cruz Alta,4306106,1360.289,BR43,RS,BR43011,Cruz Alta,BR4301,Noroeste Rio-Grandense,0,63776,IBGE (2015), ,,0
BR430613,Cruzaltense,4306130,166.883,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,2096,IBGE (2015),Interior Sul,Integral,1
BR430620,Cruzeiro do Sul,4306205,154.143,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,12169,IBGE (2015),Litoral Sul,Integral,1
BR430630,David Canabarro,4306304,174.939,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,4840,IBGE (2015),Interior Sul,Integral,1
BR430632,Derrubadas,4306320,361.171,BR43,RS,BR43002,Três Passos,BR4301,Noroeste Rio-Grandense,0,3148,IBGE (2015), ,,0
BR430635,Dezesseis de Novembro,4306353,216.848,BR43,RS,BR43007,Santo Ângelo,BR4301,Noroeste Rio-Grandense,0,2795,IBGE (2015), ,,0
BR430637,Dilermando de Aguiar,4306379,600.546,BR43,RS,BR43018,Santa Maria,BR4303,Centro Ocidental Rio-Grandense,0,3136,IBGE (2015), ,,0
BR430642,Dois Irmãos das Missões,4306429,225.681,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,2174,IBGE (2015),Interior Sul,Integral,1
BR430645,Dois Lajeados,4306452,133.372,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,3417,IBGE (2015), ,,0
BR430650,Dom Feliciano,4306502,1356.171,BR43,RS,BR43028,Camaquã,BR4305,Metropolitana de Porto Alegre,0,15165,IBGE (2015),Litoral Sul,Integral,1
BR430660,Dom Pedrito,4306601,5190.238,BR43,RS,BR43031,Campanha Meridional,BR4306,Sudoeste Rio-Grandense,0,39886,IBGE (2015), ,,0
BR430670,Dona Francisca,4306700,114.346,BR43,RS,BR43019,Restinga Seca,BR4303,Centro Ocidental Rio-Grandense,0,3374,IBGE (2015), ,,0
BR430673,Doutor Maurício Cardoso,4306734,256.865,BR43,RS,BR43002,Três Passos,BR4301,Noroeste Rio-Grandense,0,5200,IBGE (2015), ,,0
BR430675,Doutor Ricardo,4306759,108.433,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,2076,IBGE (2015), ,,0
BR430680,Encantado,4306809,139.16,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,21883,IBGE (2015), ,,0
BR430690,Encruzilhada do Sul,4306908,3348.319,BR43,RS,BR43032,Serras de Sudeste,BR4307,Sudeste Rio-Grandense,0,25726,IBGE (2015),Litoral Sul,Integral,1
BR430692,Engenho Velho,4306924,71.191,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,1397,IBGE (2015),Interior Sul,Integral,1
BR430693,Entre-Ijuís,4306932,552.623,BR43,RS,BR43007,Santo Ângelo,BR4301,Noroeste Rio-Grandense,0,9037,IBGE (2015),Interior Sul,Integral,1
BR430695,Entre Rios do Sul,4306957,120.068,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,3069,IBGE (2015),Interior Sul,Integral,1
BR430697,Erebango,4306973,153.122,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,3064,IBGE (2015),Interior Sul,Integral,1
BR430700,Erechim,4307005,430.668,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,102345,IBGE (2015),Interior Sul,Integral,1
BR430705,Ernestina,4307054,239.147,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,3207,IBGE (2015),Interior Sul,Integral,1
BR430710,Herval,4307104,1757.607,BR43,RS,BR43034,Jaguarão,BR4307,Sudeste Rio-Grandense,0,6975,IBGE (2015), ,,0
BR430720,Erval Grande,4307203,285.725,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,5207,IBGE (2015),Interior Sul,Integral,1
BR430730,Erval Seco,4307302,363.893,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,7773,IBGE (2015),Interior Sul,Integral,1
BR430745,Esperança do Sul,4307450,148.909,BR43,RS,BR43002,Três Passos,BR4301,Noroeste Rio-Grandense,0,3245,IBGE (2015), ,,0
BR430750,Espumoso,4307500,783.065,BR43,RS,BR43011,Cruz Alta,BR4301,Noroeste Rio-Grandense,0,15809,IBGE (2015), ,,0
BR430755,Estação,4307559,100.266,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,6169,IBGE (2015),Interior Sul,Integral,1
BR430780,Estrela,4307807,184.176,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,32748,IBGE (2015),Litoral Sul,Integral,1
BR430781,Estrela Velha,4307815,281.667,BR43,RS,BR43020,Santa Cruz do Sul,BR4304,Centro Oriental Rio-Grandense,0,3743,IBGE (2015),Interior Sul,Integral,1
BR430783,Eugênio de Castro,4307831,419.297,BR43,RS,BR43007,Santo Ângelo,BR4301,Noroeste Rio-Grandense,0,2744,IBGE (2015),Interior Sul,Integral,1
BR430786,Fagundes Varela,4307864,134.295,BR43,RS,BR43016,Caxias do Sul,BR4302,Nordeste Rio-Grandense,0,2708,IBGE (2015), ,,0
BR430800,Faxinal do Soturno,4308003,169.514,BR43,RS,BR43019,Restinga Seca,BR4303,Centro Ocidental Rio-Grandense,0,6869,IBGE (2015), ,,0
BR430805,Faxinalzinho,4308052,143.382,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,2553,IBGE (2015),Interior Sul,Integral,1
BR430807,Fazenda Vilanova,4308078,84.794,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,4099,IBGE (2015),Litoral Sul,Integral,1
BR430825,Floriano Peixoto,4308250,168.428,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,1988,IBGE (2015),Interior Sul,Integral,1
BR430830,Fontoura Xavier,4308300,583.465,BR43,RS,BR43013,Soledade,BR4301,Noroeste Rio-Grandense,0,10888,IBGE (2015), ,,0
BR430840,Formigueiro,4308409,580.034,BR43,RS,BR43019,Restinga Seca,BR4303,Centro Ocidental Rio-Grandense,0,7096,IBGE (2015), ,,0
BR430843,Forquetinha,4308433,92.838,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,2528,IBGE (2015),Litoral Sul,Integral,1
BR430845,Fortaleza dos Valos,4308458,650.365,BR43,RS,BR43011,Cruz Alta,BR4301,Noroeste Rio-Grandense,0,4619,IBGE (2015),Interior Sul,Integral,1
BR430850,Frederico Westphalen,4308508,264.976,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,30558,IBGE (2015),Interior Sul,Integral,1
BR430860,Garibaldi,4308607,168.137,BR43,RS,BR43016,Caxias do Sul,BR4302,Nordeste Rio-Grandense,0,33131,IBGE (2015),Litoral Sul,Integral,1
BR430865,Garruchos,4308656,803.736,BR43,RS,BR43029,Campanha Ocidental,BR4306,Sudoeste Rio-Grandense,0,3219,IBGE (2015), ,,0
BR430870,Gaurama,4308706,204.261,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,5918,IBGE (2015),Interior Sul,Integral,1
BR430880,General Câmara,4308805,510.01,BR43,RS,BR43025,São Jerônimo,BR4305,Metropolitana de Porto Alegre,0,8673,IBGE (2015), ,,0
BR430885,Gentil,4308854,184.014,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,1711,IBGE (2015),Interior Sul,Integral,1
BR430890,Getúlio Vargas,4308904,286.566,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,16647,IBGE (2015),Interior Sul,Integral,1
BR430900,Giruá,4309001,855.921,BR43,RS,BR43007,Santo Ângelo,BR4301,Noroeste Rio-Grandense,0,17198,IBGE (2015), ,,0
BR430912,Gramado dos Loureiros,4309126,131.396,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,2270,IBGE (2015),Interior Sul,Integral,1
BR430915,Gramado Xavier,4309159,217.525,BR43,RS,BR43020,Santa Cruz do Sul,BR4304,Centro Oriental Rio-Grandense,0,4212,IBGE (2015), ,,0
BR430925,Guabiju,4309258,146.901,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,1612,IBGE (2015), ,,0
BR430940,Guaporé,4309407,297.659,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,24509,IBGE (2015), ,,0
BR430950,Guarani das Missões,4309506,290.496,BR43,RS,BR43006,Cerro Largo,BR4301,Noroeste Rio-Grandense,0,8150,IBGE (2015), ,,0
BR430957,Herveiras,4309571,118.28,BR43,RS,BR43020,Santa Cruz do Sul,BR4304,Centro Oriental Rio-Grandense,0,3063,IBGE (2015), ,,0
BR430960,Horizontina,4309605,229.398,BR43,RS,BR43002,Três Passos,BR4301,Noroeste Rio-Grandense,0,19232,IBGE (2015), ,,0
BR430965,Hulha Negra,4309654,822.899,BR43,RS,BR43031,Campanha Meridional,BR4306,Sudoeste Rio-Grandense,0,6478,IBGE (2015), ,,0
BR430970,Humaitá,4309704,134.513,BR43,RS,BR43002,Três Passos,BR4301,Noroeste Rio-Grandense,0,5008,IBGE (2015), ,,0
BR430975,Ibarama,4309753,194.924,BR43,RS,BR43020,Santa Cruz do Sul,BR4304,Centro Oriental Rio-Grandense,0,4518,IBGE (2015),Interior Sul,Integral,1
BR430980,Ibiaçá,4309803,348.816,BR43,RS,BR43005,Sananduva,BR4301,Noroeste Rio-Grandense,0,4848,IBGE (2015),Interior Sul,Integral,1
BR430990,Ibiraiaras,4309902,300.65,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,7441,IBGE (2015),Interior Sul,Integral,1
BR430995,Ibirapuitã,4309951,307.352,BR43,RS,BR43013,Soledade,BR4301,Noroeste Rio-Grandense,0,4162,IBGE (2015), ,,0
BR431000,Ibirubá,4310009,607.535,BR43,RS,BR43011,Cruz Alta,BR4301,Noroeste Rio-Grandense,0,20242,IBGE (2015),Interior Sul,Integral,1
BR431020,Ijuí,4310207,689.387,BR43,RS,BR43008,Ijuí,BR4301,Noroeste Rio-Grandense,0,82833,IBGE (2015), ,,0
BR431030,Ilópolis,4310306,116.481,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,4208,IBGE (2015), ,,0
BR431036,Imigrante,4310363,73.689,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,3146,IBGE (2015), ,,0
BR431040,Independência,4310405,357.438,BR43,RS,BR43001,Santa Rosa,BR4301,Noroeste Rio-Grandense,0,6653,IBGE (2015), ,,0
BR431041,Inhacorá,4310413,114.111,BR43,RS,BR43008,Ijuí,BR4301,Noroeste Rio-Grandense,0,2318,IBGE (2015), ,,0
BR431046,Ipiranga do Sul,4310462,157.882,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,1982,IBGE (2015),Interior Sul,Integral,1
BR431050,Iraí,4310504,180.962,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,8020,IBGE (2015),Interior Sul,Integral,1
BR431053,Itaara,4310538,172.801,BR43,RS,BR43018,Santa Maria,BR4303,Centro Ocidental Rio-Grandense,0,5329,IBGE (2015),Interior Sul,Integral,1
BR431055,Itacurubi,4310553,1120.874,BR43,RS,BR43017,Santiago,BR4303,Centro Ocidental Rio-Grandense,0,3551,IBGE (2015), ,,0
BR431057,Itapuca,4310579,184.673,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,2325,IBGE (2015), ,,0
BR431060,Itaqui,4310603,3406.606,BR43,RS,BR43029,Campanha Ocidental,BR4306,Sudoeste Rio-Grandense,0,39088,IBGE (2015), ,,0
BR431070,Itatiba do Sul,4310702,212.242,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,3995,IBGE (2015),Interior Sul,Integral,1
BR431075,Ivorá,4310751,122.93,BR43,RS,BR43019,Restinga Seca,BR4303,Centro Ocidental Rio-Grandense,0,2133,IBGE (2015), ,,0
BR431085,Jaboticaba,4310850,128.053,BR43,RS,BR43009,Carazinho,BR4301,Noroeste Rio-Grandense,0,4117,IBGE (2015),Interior Sul,Integral,1
BR431087,Jacuizinho,4310876,338.535,BR43,RS,BR43011,Cruz Alta,BR4301,Noroeste Rio-Grandense,0,2645,IBGE (2015),Interior Sul,Integral,1
BR431090,Jacutinga,4310900,179.296,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,3713,IBGE (2015),Interior Sul,Integral,1
BR431100,Jaguarão,4311007,2051.021,BR43,RS,BR43034,Jaguarão,BR4307,Sudeste Rio-Grandense,0,28310,IBGE (2015), ,,0
BR431110,Jaguari,4311106,673.401,BR43,RS,BR43018,Santa Maria,BR4303,Centro Ocidental Rio-Grandense,0,11590,IBGE (2015), ,,0
BR431113,Jari,4311130,856.457,BR43,RS,BR43017,Santiago,BR4303,Centro Ocidental Rio-Grandense,0,3655,IBGE (2015), ,,0
BR431115,Jóia,4311155,1235.916,BR43,RS,BR43011,Cruz Alta,BR4301,Noroeste Rio-Grandense,0,8656,IBGE (2015),Interior Sul,Integral,1
BR431120,Júlio de Castilhos,4311205,1930.389,BR43,RS,BR43017,Santiago,BR4303,Centro Ocidental Rio-Grandense,0,20052,IBGE (2015),Interior Sul,Integral,1
BR431123,Lagoa Bonita do Sul,4311239,108.728,BR43,RS,BR43020,Santa Cruz do Sul,BR4304,Centro Oriental Rio-Grandense,0,2825,IBGE (2015), ,,0
BR431125,Lagoão,4311254,386.956,BR43,RS,BR43013,Soledade,BR4301,Noroeste Rio-Grandense,0,6492,IBGE (2015), ,,0
BR431127,Lagoa dos Três Cantos,4311270,138.635,BR43,RS,BR43012,Não-Me-Toque,BR4301,Noroeste Rio-Grandense,0,1649,IBGE (2015),Interior Sul,Integral,1
BR431140,Lajeado,4311403,91.16,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,78486,IBGE (2015),Litoral Sul,Integral,1
BR431142,Lajeado do Bugre,4311429,67.933,BR43,RS,BR43009,Carazinho,BR4301,Noroeste Rio-Grandense,0,2588,IBGE (2015),Interior Sul,Integral,1
BR431150,Lavras do Sul,4311502,2600.6,BR43,RS,BR43031,Campanha Meridional,BR4306,Sudoeste Rio-Grandense,0,7833,IBGE (2015), ,,0
BR431160,Liberato Salzano,4311601,245.627,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,5752,IBGE (2015),Interior Sul,Integral,1
BR431170,Machadinho,4311700,335.031,BR43,RS,BR43005,Sananduva,BR4301,Noroeste Rio-Grandense,0,5649,IBGE (2015),Interior Sul,Integral,1
BR431171,Maçambará,4311718,1682.82,BR43,RS,BR43029,Campanha Ocidental,BR4306,Sudoeste Rio-Grandense,0,4824,IBGE (2015), ,,0
BR431175,Manoel Viana,4311759,1390.696,BR43,RS,BR43029,Campanha Ocidental,BR4306,Sudoeste Rio-Grandense,0,7359,IBGE (2015), ,,0
BR431179,Maratá,4311791,82.165,BR43,RS,BR43023,Montenegro,BR4305,Metropolitana de Porto Alegre,0,2659,IBGE (2015), ,,0
BR431180,Marau,4311809,649.3,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,40174,IBGE (2015),Interior Sul,Integral,1
BR431190,Marcelino Ramos,4311908,229.759,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,5027,IBGE (2015), ,,0
BR431198,Mariana Pimentel,4311981,337.792,BR43,RS,BR43026,Porto Alegre,BR4305,Metropolitana de Porto Alegre,0,3920,IBGE (2015),Litoral Sul,Integral,1
BR431200,Mariano Moro,4312005,98.977,BR43,RS,BR43004,Erechim,BR4301,Noroeste Rio-Grandense,0,2211,IBGE (2015), ,,0
BR431205,Marques de Souza,4312054,125.176,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,4167,IBGE (2015),Litoral Sul,Integral,1
BR431210,Mata,4312104,311.883,BR43,RS,BR43018,Santa Maria,BR4303,Centro Ocidental Rio-Grandense,0,5159,IBGE (2015), ,,0
BR431213,Mato Castelhano,4312138,238.365,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,2567,IBGE (2015),Interior Sul,Integral,1
BR431215,Mato Leitão,4312153,46.916,BR43,RS,BR43020,Santa Cruz do Sul,BR4304,Centro Oriental Rio-Grandense,0,4201,IBGE (2015), ,,0
BR431217,Mato Queimado,4312179,113.994,BR43,RS,BR43006,Cerro Largo,BR4301,Noroeste Rio-Grandense,0,1798,IBGE (2015), ,,0
BR431220,Maximiliano de Almeida,4312203,208.439,BR43,RS,BR43005,Sananduva,BR4301,Noroeste Rio-Grandense,0,4867,IBGE (2015), ,,0
BR431225,Minas do Leão,4312252,424.339,BR43,RS,BR43025,São Jerônimo,BR4305,Metropolitana de Porto Alegre,0,8011,IBGE (2015), ,,0
BR431230,Miraguaí,4312302,130.434,BR43,RS,BR43002,Três Passos,BR4301,Noroeste Rio-Grandense,0,4982,IBGE (2015),Interior Sul,Integral,1
BR431235,Montauri,4312351,82.079,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,1556,IBGE (2015), ,,0
BR431238,Monte Belo do Sul,4312385,69.598,BR43,RS,BR43016,Caxias do Sul,BR4302,Nordeste Rio-Grandense,0,2704,IBGE (2015), ,,0
BR431242,Mormaço,4312427,146.109,BR43,RS,BR43013,Soledade,BR4301,Noroeste Rio-Grandense,0,2948,IBGE (2015), ,,0
BR431245,Morro Redondo,4312450,244.645,BR43,RS,BR43033,Pelotas,BR4307,Sudeste Rio-Grandense,0,6529,IBGE (2015),Litoral Sul,Integral,1
BR431260,Muçum,4312609,111.234,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,4989,IBGE (2015), ,,0
BR431262,Muliterno,4312625,111.132,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,1894,IBGE (2015),Interior Sul,Integral,1
BR431265,Não-Me-Toque,4312658,361.671,BR43,RS,BR43012,Não-Me-Toque,BR4301,Noroeste Rio-Grandense,0,16997,IBGE (2015),Interior Sul,Integral,1
BR431267,Nicolau Vergueiro,4312674,155.82,BR43,RS,BR43010,Passo Fundo,BR4301,Noroeste Rio-Grandense,0,1757,IBGE (2015), ,,0
BR431270,Nonoai,4312708,468.909,BR43,RS,BR43003,Frederico Westphalen,BR4301,Noroeste Rio-Grandense,0,12295,IBGE (2015),Interior Sul,Integral,1
BR431275,Nova Alvorada,4312757,148.938,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,3431,IBGE (2015), ,,0
BR431280,Nova Araçá,4312807,74.704,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,4385,IBGE (2015), ,,0
BR431290,Nova Bassano,4312906,211.611,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,9478,IBGE (2015), ,,0
BR431295,Nova Boa Vista,4312955,94.238,BR43,RS,BR43009,Carazinho,BR4301,Noroeste Rio-Grandense,0,1953,IBGE (2015),Interior Sul,Integral,1
BR431300,Nova Bréscia,4313003,102.818,BR43,RS,BR43021,Lajeado-Estrela,BR4304,Centro Oriental Rio-Grandense,0,3329,IBGE (2015), ,,0
BR431301,Nova Candelária,4313011,97.833,BR43,RS,BR43002,Três Passos,BR4301,Noroeste Rio-Grandense,0,2814,IBGE (2015), ,,0
BR431303,Nova Esperança do Sul,4313037,191.0,BR43,RS,BR43018,Santa Maria,BR4303,Centro Ocidental Rio-Grandense,0,5048,IBGE (2015), ,,0
BR431310,Nova Palma,4313102,313.894,BR43,RS,BR43019,Restinga Seca,BR4303,Centro Ocidental Rio-Grandense,0,6588,IBGE (2015), ,,0
BR431330,Nova Prata,4313300,258.865,BR43,RS,BR43014,Guaporé,BR4302,Nordeste Rio-Grandense,0,25057,IBGE (2015), ,,0
BR431333,Nova Ramada,4313334,254.755,BR43,RS,BR43008,Ijuí,BR4301,Noroeste Rio-Grandense,0,2440,IBGE (2015), ,,0
BR431339,Novo Cabrais,4313391,192.289,BR43,RS,BR43022,Cachoeira do Sul,BR4304,Centro Oriental Rio-Grandense,0,4087,IBGE (2015), ,,0
